Name,Electricity_kWh,Car_km,Short_Haul_Flights,Long_Haul_Flights,Electricity_Emissions_kg,Car_Emissions_kg,Flight_Emissions_kg,Total_Emissions_kg,Total_Emissions_tons
User_515,1316.530690743326,18797.775332796307,2,0,625.3520781030799,3609.172863896891,220,4454.524941999971,4.454524941999971
User_516,1184.568821480764,27791.478201902602,1,1,562.6701902033628,5335.9638147652995,550,6448.634004968662,6.448634004968662
User_517,3635.243568146347,573.4828328929209,2,2,1726.7406948695148,110.10870391544081,1100,2936.8493987849556,2.9368493987849558
User_518,6673.873315472831,14305.304049534512,2,2,3170.0898248495946,2746.6183775106265,1100,7016.708202360222,7.016708202360221
User_519,7910.932905204611,20631.66127291682,4,0,3757.69312997219,3961.2789644000295,440,8158.9720943722195,8.158972094372219
User_520,2052.918237724697,21681.208730946855,0,0,975.1361629192311,4162.792076341796,0,5137.928239261028,5.1379282392610275
User_521,5158.915007464946,20775.972946113237,1,0,2450.4846285458493,3988.9868056537416,110,6549.471434199591,6.549471434199591
User_522,3666.2359964171505,4033.0538822436556,0,1,1741.4620982981464,774.346345390782,440,2955.8084436889285,2.9558084436889285
User_523,7789.400784702222,8981.867651150436,0,0,3699.9653727335553,1724.5185890208838,0,5424.483961754439,5.424483961754439
User_524,6894.832461949961,10761.465762510405,0,0,3275.045419426231,2066.2014264019977,0,5341.246845828229,5.34124684582823
User_525,6868.300932977965,24133.11623038515,1,1,3262.4429431645335,4633.558316233949,550,8446.001259398483,8.446001259398482
User_526,4280.852118564791,8362.79617243659,2,0,2033.4047563182758,1605.6568651078253,220,3859.061621426101,3.859061621426101
User_527,3903.7365163636564,6321.1489160160945,0,0,1854.2748452727367,1213.6605918750902,0,3067.9354371478266,3.0679354371478267
User_528,2913.8495035149435,28723.440571142884,1,1,1384.078514169598,5514.9005896594335,550,7448.979103829031,7.448979103829031
User_529,1394.6284765564899,265.898553404067,3,1,662.4485263643327,51.05252225358087,770,1483.5010486179135,1.4835010486179134
User_530,7053.0566337853725,29934.625670459347,1,0,3350.2019010480517,5747.448128728195,110,9207.650029776247,9.207650029776246
User_531,6690.307063910543,20304.638965721868,3,1,3177.8958553575076,3898.490681418599,770,7846.386536776106,7.846386536776106
User_532,7998.0237130029145,24854.07898347351,3,0,3799.0612636763844,4771.983164826915,330,8901.044428503299,8.9010444285033
User_533,7976.457859517338,8838.581890385794,2,0,3788.8174832707355,1697.0077229540725,220,5705.825206224808,5.705825206224809
User_534,4888.021939218392,429.4583300117993,1,0,2321.810421128736,82.45599936226547,110,2514.2664204910016,2.5142664204910017
User_535,6382.911906263574,22136.0855568459,1,0,3031.8831554751973,4250.1284269144135,110,7392.01158238961,7.39201158238961
User_536,7613.360109176996,25024.337910020273,1,0,3616.3460518590728,4804.672878723893,110,8531.018930582966,8.531018930582967
User_537,6947.53173474188,22214.283958605574,1,0,3300.0775740023932,4265.14252005227,110,7675.220094054663,7.675220094054663
User_538,2731.4367122023837,4285.508619025158,0,0,1297.4324382961322,822.8176548528303,0,2120.2500931489626,2.1202500931489627
User_539,4153.808947170655,22602.83766770907,2,1,1973.0592499060613,4339.744832200142,660,6972.804082106203,6.972804082106203
User_540,1904.115906060465,23067.68346322923,1,0,904.4550553787209,4428.995224940012,110,5443.450280318733,5.443450280318733
User_541,7678.357190811056,19756.215470101648,3,0,3647.2196656352517,3793.1933702595165,330,7770.413035894768,7.770413035894768
User_542,5243.22244115616,22983.477983867586,2,0,2490.530659549176,4412.827772902577,220,7123.358432451752,7.123358432451752
User_543,2600.4996385242393,25377.643190331964,2,0,1235.2373282990136,4872.5074925437375,220,6327.744820842751,6.327744820842751
User_544,5701.9047908409975,18408.12342712375,0,0,2708.404775649474,3534.3596980077605,0,6242.764473657235,6.2427644736572345
User_545,5326.89768320527,2658.141419090372,2,0,2530.276399522503,510.36315246535145,220,3260.6395519878547,3.260639551987855
User_546,3507.1390262298837,14628.834290016326,1,0,1665.8910374591946,2808.7361836831346,110,4584.627221142329,4.58462722114233
User_547,1794.903145397403,2329.480040148152,3,0,852.5789940637663,447.2601677084452,330,1629.8391617722116,1.6298391617722117
User_548,5701.012369149597,12226.290930972926,2,0,2707.980875346059,2347.4478587468016,220,5275.42873409286,5.27542873409286
User_549,4642.153906326554,12213.194673768829,0,1,2205.0231055051127,2344.933377363615,440,4989.956482868727,4.9899564828687275
User_550,6406.228742149476,1980.2953242072474,4,1,3042.9586525210007,380.2167022477915,880,4303.175354768792,4.3031753547687925
User_551,4641.1445077839535,10464.61601908438,2,0,2204.543641197378,2009.206275664201,220,4433.749916861579,4.433749916861578
User_552,6965.2705022297805,3329.942963739445,3,0,3308.503488559146,639.3490490379735,330,4277.852537597119,4.277852537597119
User_553,4863.347871421399,24247.056300276665,0,0,2310.090238925164,4655.434809653119,0,6965.5250485782835,6.965525048578283
User_554,4926.565800747704,28430.640778934125,1,0,2340.1187553551595,5458.683029555352,110,7908.801784910511,7.908801784910511
User_555,7136.5752186084155,2169.494257738158,2,0,3389.8732288389974,416.54289748572637,220,4026.416126324724,4.026416126324724
User_556,3824.3800634867794,28653.456218751042,2,1,1816.5805301562202,5501.4635940002,660,7978.04412415642,7.97804412415642
User_557,1938.1065991544851,15677.297980102356,1,0,920.6006345983805,3010.0412121796526,110,4040.641846778033,4.040641846778033
User_558,1201.478734193373,8986.970338616216,1,1,570.7023987418521,1725.4983050143135,550,2846.2007037561657,2.846200703756166
User_559,6285.960789715333,2305.8622582849052,1,0,2985.831375114783,442.7255535907018,110,3538.556928705485,3.538556928705485
User_560,5342.166859474252,15018.728042112534,2,1,2537.52925825027,2883.5957840856067,660,6081.125042335876,6.081125042335876
User_561,5928.558376694565,23835.46633472246,3,0,2816.0652289299182,4576.409536266712,330,7722.47476519663,7.72247476519663
User_562,2490.7491305623753,21212.594318000945,3,0,1183.1058370171281,4072.8181090561816,330,5585.92394607331,5.58592394607331
User_563,1954.6003291073885,1506.7803439192128,1,0,928.4351563260095,289.30182603248886,110,1327.7369823584984,1.3277369823584984
User_564,1101.8126596751736,2187.055061037105,1,1,523.3610133457074,419.9145717191242,550,1493.2755850648316,1.4932755850648316
User_565,3454.112911646179,12086.198478979113,1,0,1640.703633031935,2320.55010796399,110,4071.253740995925,4.071253740995925
User_566,5129.423807982432,8858.714821438298,3,0,2436.476308791655,1700.8732457161532,330,4467.349554507808,4.467349554507807
User_567,3745.708315698126,6971.529691681435,3,0,1779.2114499566098,1338.5337008028355,330,3447.745150759445,3.447745150759445
User_568,4062.3244541661034,8430.134967261409,2,0,1929.604115728899,1618.5859137141906,220,3768.1900294430898,3.76819002944309
User_569,7329.110861456239,24104.48229890654,1,0,3481.3276591917133,4628.060601390056,110,8219.388260581769,8.219388260581768
User_570,3437.7882691631025,27876.841608955616,0,1,1632.9494278524737,5352.353588919478,440,7425.303016771952,7.425303016771951
User_571,4597.926424118676,12153.080835826993,1,0,2184.0150514563707,2333.3915204787827,110,4627.406571935153,4.627406571935153
User_572,6485.571089188002,27183.33006397491,1,0,3080.6462673643005,5219.199372283183,110,8409.845639647483,8.409845639647482
User_573,3775.799476248891,9644.871037436458,1,0,1793.5047512182232,1851.8152391878,110,3755.319990406023,3.755319990406023
User_574,5354.606901595114,14293.109590313748,2,0,2543.438278257679,2744.27704134024,220,5507.715319597919,5.507715319597919
User_575,7036.545961227216,6780.869934479992,3,2,3342.3593315829276,1301.9270274201583,1210,5854.286359003086,5.854286359003086
User_576,7646.644365603494,19214.28126527532,3,0,3632.15607366166,3689.1420029328615,330,7651.298076594521,7.6512980765945215
User_577,2029.5143665032656,29369.433455244267,1,1,964.0193240890511,5638.931223406899,550,7152.950547495951,7.1529505474959505
User_578,7486.113376130461,18104.79288130136,2,0,3555.9038536619687,3476.1202332098615,220,7252.02408687183,7.25202408687183
User_579,4444.8140515567675,10734.422523406465,1,0,2111.2866744894645,2061.0091244940413,110,4282.295798983506,4.2822957989835055
User_580,2807.7107180927087,19434.52337971585,2,1,1333.6625910940365,3731.4284889054434,660,5725.09107999948,5.72509107999948
User_581,4213.950293667829,3687.620353961627,0,2,2001.6263894922188,708.0231079606324,880,3589.6494974528514,3.5896494974528514
User_582,7860.228026998339,26659.77240796196,1,1,3733.608312824211,5118.676302328696,550,9402.284615152907,9.402284615152906
User_583,4448.326657950087,15092.51852339509,0,0,2112.955162526291,2897.7635564918573,0,5010.7187190181485,5.010718719018149
User_584,3301.2612720125576,13480.492261189262,1,0,1568.0991042059647,2588.2545141483383,110,4266.353618354303,4.2663536183543025
User_585,5433.80598021708,17575.943653605576,1,0,2581.0578406031127,3374.581181492271,110,6065.639022095384,6.065639022095383
User_586,2681.0193314473518,18743.515883682074,1,0,1273.484182437492,3598.7550496669583,110,4982.23923210445,4.98223923210445
User_587,1531.0432967606475,2153.274186795391,0,0,727.2455659613075,413.42864386471507,0,1140.6742098260227,1.1406742098260227
User_588,1902.1580533745446,20478.516636702072,2,0,903.5250753529086,3931.875194246798,220,5055.400269599707,5.055400269599707
User_589,1896.320872704407,7257.950409465888,1,0,900.7524145345933,1393.5264786174505,110,2404.2788931520436,2.4042788931520436
User_590,2063.3188545860603,21418.578975197695,3,1,980.0764559283786,4112.367163237957,770,5862.443619166336,5.862443619166336
User_591,1971.7902085458709,24676.0438315259,0,0,936.6003490592886,4737.800415652973,0,5674.400764712262,5.674400764712262
User_592,5486.123213622503,24118.75522657561,1,0,2605.9085264706887,4630.801003502517,110,7346.709529973206,7.346709529973206
User_593,2273.160590794014,16575.029022236675,4,0,1079.7512806271566,3182.4055722694416,440,4702.156852896598,4.702156852896598
User_594,3419.6709832670426,15605.096769322536,1,0,1624.3437170518453,2996.178579709927,110,4730.522296761772,4.730522296761772
User_595,7277.518869342083,4286.278840182352,0,0,3456.8214629374893,822.9655373150116,0,4279.787000252501,4.279787000252501
User_596,4317.731481840106,23260.384512094068,1,0,2050.9224538740505,4465.993826322061,110,6626.916280196112,6.626916280196112
User_597,5672.90416964719,8142.281413401431,1,1,2694.6294805824155,1563.3180313730747,550,4807.94751195549,4.80794751195549
User_598,2206.239098411409,14900.862684538397,2,0,1047.9635717454191,2860.9656354313724,220,4128.929207176791,4.128929207176792
User_599,2346.0231316606955,8528.222787825502,2,1,1114.3609875388304,1637.4187752624964,660,3411.779762801327,3.4117797628013267
User_600,1286.080313865352,4014.8508899907943,3,0,610.8881490860422,770.8513708782325,330,1711.7395199642747,1.7117395199642746
User_601,2182.5454415051518,18886.7309067521,3,2,1036.709084714947,3626.252334096403,1210,5872.96141881135,5.87296141881135
User_602,2950.1323732237106,1629.961044687115,2,0,1401.3128772812624,312.9525205799261,220,1934.2653978611886,1.9342653978611886
User_603,2239.0733899372276,22459.357023786,1,0,1063.559860220183,4312.1965485669125,110,5485.756408787096,5.485756408787096
User_604,1620.9177362993892,9527.6038578335,3,0,769.9359247422099,1829.299940704032,330,2929.235865446242,2.929235865446242
User_605,1844.4510977042057,4.040790134559602,1,1,876.1142714094976,0.7758317058354436,550,1426.8901031153332,1.4268901031153332
User_606,4225.451376229081,15333.874177116893,1,1,2007.0894037088133,2944.1038420064438,550,5501.193245715257,5.501193245715257
User_607,2444.3360288405474,1405.5572558280937,1,0,1161.05961369926,269.866993118994,110,1540.926606818254,1.5409266068182539
User_608,3549.889027336528,8285.086734626984,1,1,1686.1972879848508,1590.736653048381,550,3826.933941033232,3.8269339410332317
User_609,4523.920895983998,21209.294623671485,1,0,2148.8624255923987,4072.184567744925,110,6331.046993337324,6.331046993337324
User_610,5832.763800405557,1880.688648655976,0,1,2770.5628051926396,361.0922205419474,440,3571.655025734587,3.571655025734587
User_611,1275.1849788876925,25180.15477068007,3,0,605.712864971654,4834.589715970574,330,5770.302580942228,5.770302580942228
User_612,6595.872792363299,114.59767975749324,3,1,3133.039576372567,22.002754513438703,770,3925.0423308860054,3.925042330886005
User_613,5395.3027264363545,7404.716076057068,3,0,2562.768795057268,1421.705486602957,330,4314.474281660225,4.314474281660225
User_614,1572.3132236421034,22227.121684562142,2,1,746.8487812299991,4267.607363435932,660,5674.456144665931,5.674456144665931
User_615,7115.05036874744,9488.104491879203,1,0,3379.648925155034,1821.716062440807,110,5311.364987595841,5.311364987595841
User_616,7446.106803722692,3056.771641980406,1,0,3536.9007317682785,586.900155260238,110,4233.800887028517,4.233800887028517
User_617,1427.5457189840463,10807.017564012836,1,1,678.084216517422,2074.9473722904645,550,3303.0315888078867,3.3030315888078867
User_618,2938.143537030426,8111.798591535766,2,0,1395.6181800894524,1557.4653295748672,220,3173.0835096643195,3.1730835096643197
User_619,6643.408958551429,25281.357064816646,0,0,3155.619255311929,4854.020556444796,0,8009.639811756725,8.009639811756726
User_620,6237.817832685609,9400.437527554293,0,1,2962.963470525664,1804.8840052904243,440,5207.847475816088,5.207847475816088
User_621,2291.6471354946416,23667.974153280218,2,0,1088.5323893599548,4544.251037429802,220,5852.783426789756,5.852783426789756
User_622,2465.445263356972,26756.164344322042,0,0,1171.0865000945616,5137.183554109833,0,6308.270054204394,6.308270054204394
User_623,3593.304719539674,13014.522587295885,4,1,1706.819741781345,2498.78833676081,880,5085.608078542155,5.085608078542156
User_624,4391.660896337149,27298.29431563176,0,0,2086.0389257601455,5241.272508601298,0,7327.311434361443,7.327311434361444
User_625,5327.783400712072,11319.541618895786,0,1,2530.697115338234,2173.351990827991,440,5144.049106166225,5.144049106166225
User_626,3582.3954769884067,28922.352494703246,1,3,1701.637851569493,5553.0916789830235,1430,8684.729530552517,8.684729530552517
User_627,4237.743012932035,2678.685735767188,1,1,2012.9279311427163,514.3076612673001,550,3077.2355924100166,3.0772355924100165
User_628,6232.296566936296,20610.577995097283,4,1,2960.3408692947405,3957.2309750586783,880,7797.571844353419,7.797571844353419
User_629,1256.7824202341853,14814.42121370786,1,1,596.971649611238,2844.368873031909,550,3991.340522643147,3.9913405226431466
User_630,2767.0586104081453,11629.464163669412,1,0,1314.352839943869,2232.8571194245274,110,3657.209959368396,3.657209959368396
User_631,5993.447101191867,18981.356362458027,2,0,2846.8873730661367,3644.4204215919412,220,6711.307794658078,6.711307794658078
User_632,7266.447863810396,21115.712749029935,1,1,3451.5627353099376,4054.216847813748,550,8055.779583123685,8.055779583123686
User_633,4581.742094809662,130.8980895092726,5,0,2176.3274950345894,25.132433185780343,550,2751.45992822037,2.75145992822037
User_634,4724.794396857209,5008.592662415962,3,1,2244.277338507174,961.6497911838647,770,3975.9271296910388,3.975927129691039
User_635,1750.2040793784322,21391.38151902956,4,1,831.3469377047553,4107.145251653676,880,5818.492189358431,5.81849218935843
User_636,4131.8865677641825,19991.562407346195,2,0,1962.6461196879866,3838.3799822104697,220,6021.026101898457,6.021026101898457
User_637,4728.320865185162,28981.425153860317,1,2,2245.952410962952,5564.433629541181,990,8800.386040504134,8.800386040504135
User_638,2697.2935254431077,22831.13370752349,1,1,1281.214424585476,4383.57767184451,550,6214.7920964299865,6.214792096429987
User_639,2884.7026166456667,28523.18123194014,2,0,1370.2337429066915,5476.4507965325065,220,7066.6845394391985,7.066684539439199
User_640,3640.9891417323583,21076.21504604421,1,0,1729.4698423228701,4046.6332888404886,110,5886.103131163359,5.886103131163359
User_641,1140.4983844440846,8941.566259183295,2,0,541.7367326109402,1716.7807217631928,220,2478.517454374133,2.478517454374133
User_642,3254.554159082248,3160.947667525694,2,0,1545.9132255640677,606.9019521649333,220,2372.815177729001,2.372815177729001
User_643,2480.1360489758126,23454.715900348066,1,0,1178.0646232635108,4503.305452866829,110,5791.37007613034,5.79137007613034
User_644,3292.4814652454024,19324.476644277478,1,0,1563.928695991566,3710.299515701276,110,5384.228211692842,5.384228211692842
User_645,1838.3349227347585,1445.580371798887,1,0,873.2090882990102,277.5514313853863,110,1260.7605196843965,1.2607605196843965
User_646,7233.690965179265,10801.51397702935,3,0,3436.0032084601507,2073.890683589635,330,5839.893892049786,5.839893892049786
User_647,5155.147174878341,28703.994464528583,1,0,2448.6949080672116,5511.166937189488,110,8069.861845256699,8.0698618452567
User_648,5753.716234011427,15012.034371306037,2,1,2733.015211155428,2882.3105992907595,660,6275.3258104461875,6.275325810446187
User_649,6524.198670251368,12981.874080591138,3,0,3098.9943683693996,2492.5198234734985,330,5921.514191842898,5.921514191842898
User_650,4489.095392503401,13730.988154778819,1,2,2132.3203114391154,2636.349725717533,990,5758.6700371566485,5.758670037156649
User_651,1608.4420166119658,6266.481720154911,0,0,764.0099578906837,1203.164490269743,0,1967.174448160427,1.967174448160427
User_652,4759.745792729835,11061.215125943856,3,1,2260.879251546671,2123.7533041812203,770,5154.6325557278915,5.154632555727892
User_653,5107.887826146154,11094.397679615298,2,1,2426.246717419423,2130.1243544861372,660,5216.37107190556,5.216371071905559
User_654,6218.07631929031,1570.650605624172,1,2,2953.5862516628968,301.56491627984104,990,4245.151167942738,4.245151167942738
User_655,4021.6168236077556,23027.02885553755,2,0,1910.267991213684,4421.189540263209,220,6551.457531476893,6.551457531476893
User_656,1893.0621195689464,12495.13295711637,0,1,899.2045067952495,2399.065527766343,440,3738.2700345615926,3.7382700345615927
User_657,2986.4313405910716,24665.3966044927,0,2,1418.554886780759,4735.756148062598,880,7034.311034843357,7.034311034843357
User_658,3541.5760747904455,25510.44003359686,0,0,1682.2486355254616,4898.004486450597,0,6580.2531219760585,6.5802531219760585
User_659,5521.420689321209,6359.821640959742,2,0,2622.6748274275737,1221.0857550642704,220,4063.760582491844,4.063760582491844
User_660,4995.448132682383,19720.604465103857,0,0,2372.837863024132,3786.356057299941,0,6159.193920324073,6.159193920324073
User_661,3492.6770812849236,14168.454124889451,2,0,1659.0216136103386,2720.3431919787745,220,4599.3648055891135,4.599364805589113
User_662,7905.606741550858,26404.702137644552,1,1,3755.163202236657,5069.702810427754,550,9374.866012664412,9.374866012664413
User_663,5240.42373549821,6472.220375293624,1,1,2489.2012743616497,1242.6663120563758,550,4281.867586418026,4.281867586418026
User_664,2660.5875421519613,20334.396009301327,3,0,1263.7790825221816,3904.204033785855,330,5497.983116308036,5.497983116308037
User_665,1712.4773083428263,18232.56366758168,1,1,813.4267214628425,3500.6522241756825,550,4864.078945638525,4.864078945638525
User_666,2070.013974290324,8859.044327154983,1,0,983.2566377879037,1700.9365108137567,110,2794.1931486016606,2.7941931486016607
User_667,2721.704098691557,4098.027109535178,0,1,1292.8094468784896,786.8212050307542,440,2519.6306519092436,2.5196306519092437
User_668,2124.76961281689,19549.192814318296,4,0,1009.2655660880228,3753.445020349113,440,5202.710586437135,5.202710586437135
User_669,2305.9691683591404,22157.92374396992,0,1,1095.3353549705917,4254.321358842225,440,5789.656713812817,5.789656713812817
User_670,2995.6661808569297,9468.8203129005,4,1,1422.9414359070415,1818.013500076896,880,4120.9549359839375,4.120954935983938
User_671,2213.6151670632835,19344.978120669413,1,0,1051.4672043550595,3714.2357991685276,110,4875.7030035235875,4.875703003523587
User_672,7277.357972384976,11853.927228345097,2,1,3456.7450368828636,2275.9540278422587,660,6392.699064725122,6.3926990647251225
User_673,1561.6362196314954,21396.206498478532,1,1,741.7772043249603,4108.071647707879,550,5399.848852032839,5.399848852032839
User_674,4671.579726991782,5976.458246821593,1,2,2219.0003703210964,1147.479983389746,990,4356.480353710842,4.356480353710842
User_675,3872.777788927631,26706.450079085233,1,1,1839.5694497406246,5127.638415184365,550,7517.20786492499,7.517207864924989
User_676,7876.6503183602445,8622.287893967392,1,0,3741.408901221116,1655.4792756417394,110,5506.888176862855,5.506888176862855
User_677,1784.2723151763664,11033.579632684587,1,1,847.529349708774,2118.447289475441,550,3515.976639184215,3.515976639184215
User_678,3784.9891933201916,1742.7585624104936,1,0,1797.8698668270908,334.60964398281476,110,2242.4795108099056,2.242479510809906
User_679,7786.293032927582,3345.366369638292,0,0,3698.4891906406015,642.310342970552,0,4340.7995336111535,4.340799533611153
User_680,7058.549881257862,15475.857081369844,3,2,3352.8111935974844,2971.3645596230103,1210,7534.175753220495,7.534175753220494
User_681,6719.5044966449595,8027.780301839145,1,0,3191.7646359063556,1541.3338179531158,110,4843.098453859471,4.843098453859471
User_682,2805.319789314579,25064.406772265833,0,1,1332.526899924425,4812.36610027504,440,6584.893000199465,6.5848930001994646
User_683,2196.2131117304607,440.80165964861527,3,0,1043.2012280719687,84.63391865253413,330,1457.835146724503,1.457835146724503
User_684,5680.5025394710165,11372.821460158086,1,0,2698.238706248733,2183.5817203503525,110,4991.820426599085,4.9918204265990855
User_685,7505.631923893101,10120.36640307278,2,0,3565.175163849223,1943.1103493899736,220,5728.285513239196,5.728285513239196
User_686,4897.340251097508,579.828927528031,1,0,2326.236619271316,111.32715408538196,110,2547.563773356698,2.547563773356698
User_687,5001.288826289299,3731.051970015307,2,1,2375.612192487417,716.3619782429389,660,3751.9741707303556,3.7519741707303558
User_688,2959.853655621989,12409.280247559058,1,2,1405.9304864204448,2382.581807531339,990,4778.512293951784,4.778512293951784
User_689,6386.450532343559,14785.9375334234,2,0,3033.56400286319,2838.900006417293,220,6092.464009280483,6.092464009280483
User_690,2309.3062399026635,12128.692417646072,4,0,1096.9204639537652,2328.708944188046,440,3865.6294081418114,3.865629408141811
User_691,3265.754654829706,15928.130352362814,0,0,1551.2334610441103,3058.2010276536603,0,4609.434488697771,4.6094344886977705
User_692,3978.0550703149174,17853.950247170447,1,1,1889.5761583995857,3427.958447456726,550,5867.534605856312,5.867534605856312
User_693,4553.272650791185,297.7146338350689,0,0,2162.8045091258127,57.16120969633324,0,2219.965718822146,2.219965718822146
User_694,2696.8681269055614,13922.854783605117,0,0,1281.0123602801416,2673.1881184521826,0,3954.200478732324,3.954200478732324
User_695,1803.857773174425,28904.97722662765,2,0,856.8324422578518,5549.755627512509,220,6626.588069770361,6.626588069770361
User_696,5274.3402970914285,15570.968403886462,0,0,2505.3116411184283,2989.6259335462005,0,5494.937574664629,5.494937574664629
User_697,3020.4138726817905,20326.268023768596,1,0,1434.6965895238504,3902.6434605635704,110,5447.340050087421,5.447340050087421
User_698,5068.667549958286,9355.915737506497,0,0,2407.617086230186,1796.3358216012475,0,4203.952907831434,4.203952907831433
User_699,2080.5390069194164,23219.741344582875,0,0,988.2560282867228,4458.190338159912,0,5446.446366446635,5.446446366446635
User_700,4367.980712983723,23187.64445628345,3,0,2074.790838667268,4452.0277356064225,330,6856.8185742736905,6.8568185742736905
User_701,4728.126027861101,15638.881429624169,3,1,2245.8598632340227,3002.6652344878403,770,6018.525097721863,6.018525097721863
User_702,1362.7647577569883,29280.414698376408,1,0,647.3132599345694,5621.8396220882705,110,6379.15288202284,6.379152882022839
User_703,3356.229947357444,3766.5064428796013,3,0,1594.2092249947857,723.1692370328834,330,2647.3784620276692,2.6473784620276692
User_704,1940.9027385728195,508.4299466874298,1,0,921.9288008220892,97.61854976398652,110,1129.5473505860757,1.1295473505860758
User_705,1443.6247933093741,23104.74635271288,5,1,685.7217768219526,4436.111299720873,990,6111.833076542825,6.111833076542825
User_706,7929.721626729616,24214.666120946476,1,1,3766.6177726965675,4649.215895221723,550,8965.83366791829,8.96583366791829
User_707,3256.4769148230607,3606.216873617287,3,1,1546.8265345409538,692.3936397345192,770,3009.2201742754733,3.009220174275473
User_708,6669.121120982444,7967.484988758182,1,0,3167.8325324666607,1529.757117841571,110,4807.589650308231,4.807589650308231
User_709,2782.484583346347,526.5709009988673,2,1,1321.6801770895147,101.10161299178252,660,2082.781790081297,2.082781790081297
User_710,5770.519055567504,8799.258323416941,1,1,2740.9965513945644,1689.4575980960528,550,4980.454149490617,4.980454149490617
User_711,6321.595019227806,23194.256217560145,2,1,3002.757634133208,4453.297193771548,660,8116.054827904756,8.116054827904756
User_712,5169.4711842549095,15538.815831377367,0,1,2455.498812521082,2983.4526396244546,440,5878.951452145537,5.878951452145537
User_713,4301.033319851109,10442.867795048642,2,1,2042.9908269292766,2005.0306166493392,660,4708.021443578616,4.708021443578615
User_714,3882.8863990308796,11152.178847189909,1,0,1844.3710395396677,2141.2183386604625,110,4095.5893782001303,4.09558937820013
User_715,3442.077865800967,40.60877146404462,1,0,1634.9869862554594,7.796884121096568,110,1752.783870376556,1.752783870376556
User_716,7506.704009734781,8994.015826957077,2,0,3565.6844046240208,1726.8510387757588,220,5512.53544339978,5.51253544339978
User_717,6814.335854514104,19393.762249137915,1,0,3236.8095308941993,3723.6023518344796,110,7070.411882728678,7.070411882728679
User_718,7755.1883746655885,29225.833314490712,2,1,3683.7144779661544,5611.359996382217,660,9955.074474348372,9.955074474348372
User_719,1870.080564398813,25411.824809516984,0,1,888.2882680894362,4879.070363427261,440,6207.358631516698,6.207358631516698
User_720,6116.072326425509,707.8489393658738,0,0,2905.134355052117,135.90699635824777,0,3041.0413514103648,3.0410413514103647
User_721,7568.383197747265,26956.81814024518,2,0,3594.9820189299503,5175.709082927075,220,8990.691101857024,8.990691101857024
User_722,2268.631463159621,23495.95239895878,1,0,1077.5999450008198,4511.222860600085,110,5698.822805600905,5.698822805600905
User_723,1465.4738715674425,23411.283707129413,1,1,696.1000889945352,4494.966471768847,550,5741.066560763383,5.741066560763382
User_724,6187.844545030413,13739.872770107144,4,0,2939.226158889446,2638.0555718605715,440,6017.281730750017,6.0172817307500175
User_725,5021.311792259383,11940.158788635084,2,0,2385.123101323207,2292.5104874179365,220,4897.633588741143,4.897633588741143
User_726,6892.801437307904,9087.47186499578,1,1,3274.080682721254,1744.7945980791897,550,5568.875280800444,5.568875280800444
User_727,1978.4066363840266,1970.8457686309732,1,0,939.7431522824126,378.40238757714684,110,1428.1455398595594,1.4281455398595595
User_728,6566.8711830192315,6847.060904810974,1,0,3119.263811934135,1314.635693723707,110,4543.899505657842,4.543899505657842
User_729,2411.391240334212,7398.109049340738,2,0,1145.4108391587506,1420.4369374734217,220,2785.847776632172,2.7858477766321723
User_730,2145.591600059932,14522.312091306048,1,0,1019.1560100284676,2788.2839215307613,110,3917.439931559229,3.917439931559229
User_731,2149.860585516951,22423.332197900818,3,1,1021.1837781205516,4305.279781996957,770,6096.463560117509,6.096463560117509
User_732,6702.023041619675,14214.294851938399,0,1,3183.460944769345,2729.144611572173,440,6352.6055563415175,6.352605556341517
User_733,5656.380544873401,1735.3334834148181,0,0,2686.7807588148653,333.1840288156451,0,3019.9647876305103,3.0199647876305105
User_734,4661.457973383835,28733.694029646118,4,0,2214.1925373573217,5516.869253692054,440,8171.061791049377,8.171061791049377
User_735,3511.8133888645175,28281.729572823366,2,4,1668.1113597106457,5430.092077982086,1980,9078.203437692733,9.078203437692734
User_736,7140.403785691758,23555.68629445225,2,0,3391.6917982035848,4522.691768534833,220,8134.383566738417,8.134383566738418
User_737,3747.1157519584476,29739.837046926616,1,0,1779.8799821802625,5710.04871300991,110,7599.928695190172,7.599928695190172
User_738,6716.196076301039,16334.469984007888,3,0,3190.1931362429937,3136.2182369295147,330,6656.411373172508,6.656411373172508
User_739,4073.944359991529,28883.05050759618,3,0,1935.1235709959763,5545.545697458467,330,7810.669268454443,7.810669268454443
User_740,3638.6110059743532,2268.151218502523,2,0,1728.3402278378178,435.48503395248446,220,2383.825261790302,2.383825261790302
User_741,4238.758499687245,10970.42244784114,0,1,2013.4102873514412,2106.321109985499,440,4559.73139733694,4.55973139733694
User_742,3109.6451191489946,6761.438040202975,0,2,1477.0814315957723,1298.1961037189712,880,3655.2775353147435,3.6552775353147435
User_743,6233.265661233758,5874.992524028101,0,0,2960.801189086035,1127.9985646133955,0,4088.7997536994303,4.088799753699431
User_744,4519.042730647354,4224.088466780283,1,1,2146.545297057493,811.0249856218144,550,3507.570282679307,3.5075702826793074
User_745,2625.488866027721,18672.4092469799,0,0,1247.1072113631674,3585.102575420141,0,4832.209786783308,4.8322097867833085
User_746,7297.02201292198,23439.65567241915,2,0,3466.08545613794,4500.413889104477,220,8186.499345242417,8.186499345242417
